subject,block,event_name,target_presence,awareness,tilt
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Absent/Seen,Absent,Seen,
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Present/Seen/Right,Present,Seen,Right
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Seen/Left,Present,Seen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,experimental,Present/Unseen/Left,Present,Unseen,Left
13,experimental,Absent/Unseen,Absent,Unseen,
13,experimental,Present/Unseen/Right,Present,Unseen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Unseen/Left,Present,Unseen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Unseen/Right,Present,Unseen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Right,Present,Seen,Right
13,localizer,Present/Seen/Left,Present,Seen,Left
13,localizer,Absent/Unseen,Absent,Unseen,
13,localizer,Present/Seen/Left,Present,Seen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Seen/Left,Present,Seen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Seen/Left,Present,Seen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Seen/Right,Present,Seen,Right
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Seen/Right,Present,Seen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Seen/Left,Present,Seen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Seen/Right,Present,Seen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Seen/Right,Present,Seen,Right
14,experimental,Present/Unseen/Right,Present,Unseen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Present/Seen/Left,Present,Seen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Seen/Left,Present,Seen,Left
14,experimental,Present/Seen/Right,Present,Seen,Right
14,experimental,Present/Seen/Right,Present,Seen,Right
14,experimental,Present/Unseen/Left,Present,Unseen,Left
14,experimental,Absent/Seen,Absent,Seen,
14,experimental,Present/Seen/Left,Present,Seen,Left
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Seen/Right,Present,Seen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Seen/Left,Present,Seen,Left
14,experimental,Present/Seen/Right,Present,Seen,Right
14,experimental,Absent/Unseen,Absent,Unseen,
14,experimental,Present/Seen/Right,Present,Seen,Right
